,loss,accuracy,val_loss,val_accuracy
0,2.4838600158691406,0.16048073768615723,2.026639938354492,0.11881188303232193
1,2.047602415084839,0.27006009221076965,1.9356420040130615,0.4186704456806183
2,1.7743417024612427,0.3435842990875244,1.855696201324463,0.3578500747680664
3,1.6038802862167358,0.3888299763202667,1.7574398517608643,0.4214992821216583
4,1.5387365818023682,0.428773432970047,1.773342490196228,0.2970297038555145
5,1.4835436344146729,0.4464475214481354,1.6247385740280151,0.4823196530342102
6,1.3768080472946167,0.47861436009407043,1.5937504768371582,0.43140026926994324
7,1.3771047592163086,0.4694238305091858,1.3476576805114746,0.6421499252319336
8,1.313790202140808,0.493814080953598,1.769471526145935,0.2970297038555145
9,1.2342889308929443,0.5259808897972107,1.3198082447052002,0.5685997009277344
10,1.1703656911849976,0.5475432872772217,1.3050118684768677,0.5473833084106445
11,1.1079187393188477,0.5744079351425171,1.14039945602417,0.6492220759391785
12,1.0675996541976929,0.5892541408538818,1.139753818511963,0.6308345198631287
13,1.0573700666427612,0.5843054056167603,0.9693626165390015,0.7256011366844177
14,1.0820221900939941,0.5853658318519592,1.2390180826187134,0.4908062219619751
15,1.0465550422668457,0.5938494205474854,1.0851130485534668,0.5770862698554993
16,1.0109881162643433,0.6037468910217285,1.0280319452285767,0.6280056834220886
17,0.9579705595970154,0.6302580237388611,0.8316361904144287,0.7510608434677124
18,0.9525027871131897,0.6242488622665405,0.7889722585678101,0.7369165420532227
19,0.9278127551078796,0.6270766854286194,0.862066924571991,0.7369165420532227
20,0.928056538105011,0.6267232298851013,0.7553807497024536,0.7708628177642822
21,0.8839940428733826,0.640155553817749,0.7701072692871094,0.7157001495361328
22,0.8763841390609741,0.6451042890548706,0.757768452167511,0.7411598563194275
23,0.8603739738464355,0.6574761271476746,0.7016334533691406,0.7425742745399475
24,0.964730441570282,0.6051608324050903,0.6445638537406921,0.7835926413536072
25,0.875792384147644,0.651466965675354,0.6238488554954529,0.7821782231330872
26,0.8097242712974548,0.6800989508628845,0.7895081639289856,0.6534653306007385
27,0.830896258354187,0.6560621857643127,0.6467135548591614,0.7439886927604675
28,0.7926282286643982,0.6903499364852905,0.6091335415840149,0.7623762488365173
29,0.7861216068267822,0.68434077501297,0.8723427057266235,0.7128713130950928
30,0.7864528298377991,0.6747967600822449,0.8052674531936646,0.7072135806083679
31,0.8009336590766907,0.685401201248169,0.565930962562561,0.803394615650177
32,0.7597930431365967,0.6942382454872131,0.7986305356025696,0.6845827698707581
33,0.7631305456161499,0.6917638778686523,0.496366024017334,0.806223452091217
34,0.7840370535850525,0.68434077501297,0.583539605140686,0.7623762488365173
35,0.7332057952880859,0.7051962018013,0.5355978608131409,0.8231965899467468
36,0.7196808457374573,0.7023683190345764,0.5216413140296936,0.8260254859924316
37,0.6952155232429504,0.7232237458229065,0.49998345971107483,0.803394615650177
38,0.7035570740699768,0.7154471278190613,0.5657460689544678,0.7637906670570374
39,0.7020429968833923,0.7214563488960266,0.48518094420433044,0.8161244988441467
40,0.7152354717254639,0.7115588784217834,0.550739049911499,0.803394615650177
41,0.6801602244377136,0.7327677607536316,0.44723325967788696,0.8373408913612366
42,0.6734762191772461,0.7355956435203552,0.4596238136291504,0.8458274602890015
43,0.6547791957855225,0.7532697319984436,0.91646409034729,0.6124469637870789
44,0.6730215549468994,0.739130437374115,0.46995416283607483,0.8302687406539917
45,0.671573281288147,0.7327677607536316,0.5587487816810608,0.7779349088668823
46,0.6415555477142334,0.7486744523048401,0.5059006214141846,0.8090523481369019
47,0.6478682160377502,0.7426652312278748,0.4442220628261566,0.8316831588745117
48,0.6286628842353821,0.7603393197059631,0.41134345531463623,0.8528995513916016
49,0.6383955478668213,0.7483209371566772,0.4547705352306366,0.8543140292167664
50,0.6118831038475037,0.760692834854126,0.541329562664032,0.787835955619812
51,0.6406664252281189,0.7483209371566772,0.3993718922138214,0.8656294345855713
52,0.628188967704773,0.7529162168502808,0.374790221452713,0.8613861203193665
53,0.5900954008102417,0.7677624821662903,0.4577544033527374,0.8189533352851868
54,0.5805047750473022,0.7705903053283691,0.5135478973388672,0.800565779209137
55,0.6142396330833435,0.7635206580162048,0.5106046795845032,0.7934936285018921
56,0.6490585803985596,0.7423117756843567,0.7663886547088623,0.7157001495361328
57,0.6431957483291626,0.7451395988464355,0.3832840323448181,0.8543140292167664
58,0.617327868938446,0.7684694528579712,0.5011578798294067,0.803394615650177
59,0.5697793364524841,0.783669114112854,0.3990155756473541,0.8444130420684814
60,0.5377781391143799,0.792859673500061,0.39066940546035767,0.8444130420684814
61,0.5722517967224121,0.7758925557136536,0.43568259477615356,0.803394615650177
62,0.6196366548538208,0.749381422996521,0.37540414929389954,0.8444130420684814
63,0.5482747554779053,0.7893248200416565,0.48561352491378784,0.7949080467224121
64,0.5353407859802246,0.8009897470474243,0.4115770161151886,0.8444130420684814
65,0.5627918839454651,0.7843760848045349,0.4899143874645233,0.8175389170646667
66,0.5802527070045471,0.7780134081840515,0.3953405022621155,0.8500707149505615
67,0.5938233733177185,0.770943820476532,0.4629178047180176,0.7963224649429321
68,0.5651342272758484,0.7910922765731812,0.7744593620300293,0.7057991623878479
69,0.5562158226966858,0.7893248200416565,0.40880924463272095,0.8161244988441467
70,0.5387757420539856,0.7978084087371826,0.5875015258789062,0.7482319474220276
71,0.5678725242614746,0.7833156585693359,0.3842153549194336,0.8599717020988464
72,0.5092375874519348,0.8094733357429504,0.33359262347221375,0.8783592581748962
73,0.521820068359375,0.804171085357666,0.49649664759635925,0.804809033870697
74,0.5538146495819092,0.783669114112854,0.6001341938972473,0.7652050852775574
