,loss,accuracy,val_loss,val_accuracy
0,1.1462808847427368,0.6161187887191772,0.5273125171661377,0.7977369427680969
1,0.34093526005744934,0.8808766603469849,0.2916805148124695,0.9024045467376709
2,0.219600111246109,0.9317780137062073,0.24917647242546082,0.9278641939163208
3,0.1803778111934662,0.9381406903266907,0.17782297730445862,0.9391796588897705
4,0.1178017258644104,0.9713679552078247,0.14935800433158875,0.9519094824790955
5,0.09053117036819458,0.9791445732116699,0.23368330299854279,0.9123055338859558
6,0.09047951549291611,0.9752562642097473,0.1851390302181244,0.9349363446235657
7,0.06297551095485687,0.9901025295257568,0.10962477326393127,0.9674682021141052
8,0.04951287806034088,0.9908095002174377,0.10584995895624161,0.9717114567756653
9,0.034637633711099625,0.9964652061462402,0.09958446770906448,0.9702970385551453
